,holiday,snow_1h,weather_main,weather_description,holiday_binary,temp_celsius,quarter,work_status,snow_1h_cumsum,traffic_volume
2012-10-08 06:00:00,7,0.0,1,4,0,0.3932213557288546,4,0,0.0,5563
2012-10-08 07:00:00,7,0.0,1,4,0,0.3992201559688063,4,0,0.0,6676
2012-10-08 08:00:00,7,0.0,1,4,0,0.4175164967006603,4,0,0.0,5966
2012-10-08 09:00:00,7,0.0,1,4,0,0.45470905818836216,4,1,0.0,4832
2012-10-08 10:00:00,7,0.0,1,4,0,0.5005998800239951,4,1,0.0,4395
2012-10-08 11:00:00,7,0.0,1,4,0,0.5410917816436718,4,1,0.0,4411
2012-10-08 12:00:00,7,0.0,0,27,0,0.5466406718656266,4,1,0.0,4648
2012-10-08 13:00:00,7,0.0,1,24,0,0.5841331733653267,4,1,0.0,4602
2012-10-08 14:00:00,7,0.0,1,24,0,0.593131373725255,4,1,0.0,5125
2012-10-08 15:00:00,7,0.0,0,27,0,0.6012297540491905,4,1,0.0,5502
2012-10-08 16:00:00,7,0.0,0,27,0,0.6139772045590881,4,1,0.0,5979
2012-10-08 17:00:00,7,0.0,1,24,0,0.6162267546490706,4,1,0.0,5663
2012-10-08 18:00:00,7,0.0,1,24,0,0.6124775044991005,4,0,0.0,4259
2012-10-08 19:00:00,7,0.0,1,4,0,0.5788842231553692,4,0,0.0,3069
2012-10-08 20:00:00,7,0.0,0,27,0,0.5461907618476306,4,0,0.0,2378
2012-10-08 21:00:00,7,0.0,0,27,0,0.5392921415716861,4,0,0.0,2030
2012-10-08 22:00:00,7,0.0,0,27,0,0.5325434913017395,4,0,0.0,1400
2012-10-08 23:00:00,7,0.0,0,27,0,0.5259448110377923,4,0,0.0,917
2012-10-09 00:00:00,7,0.0,0,27,0,0.5157468506298738,4,0,0.0,515
2012-10-09 01:00:00,7,0.0,0,27,0,0.5080983803239351,4,0,0.0,302
2012-10-09 02:00:00,7,0.0,0,27,0,0.5110977804439117,4,0,0.0,251
2012-10-09 04:00:00,7,0.0,1,4,0,0.5035992801439718,4,0,0.0,798
2012-10-09 05:00:00,7,0.0,1,24,0,0.49685062987402506,4,0,0.0,2678
2012-10-09 06:00:00,7,0.0,1,24,0,0.4980503899220161,4,0,0.0,5733
2012-10-09 07:00:00,7,0.0,1,2,0,0.5086982603479306,4,0,0.0,6449
2012-10-09 08:00:00,7,0.0,1,19,0,0.5247450509898022,4,0,0.0,5765
2012-10-09 09:00:00,7,0.0,1,19,0,0.5392921415716861,4,1,0.0,5599
2012-10-09 10:00:00,7,0.0,1,19,0,0.5695860827834436,4,1,0.0,4534
2012-10-09 11:00:00,7,0.0,1,19,0,0.595680863827235,4,1,0.0,4691
2012-10-09 12:00:00,7,0.0,1,2,0,0.610227954409118,4,1,0.0,5067
2012-10-09 13:00:00,7,0.0,1,2,0,0.626124775044991,4,1,0.0,5030
2012-10-09 14:00:00,7,0.0,1,19,0,0.6442711457708463,4,1,0.0,5300
2012-10-09 15:00:00,7,0.0,6,13,0,0.6574685062987407,4,1,0.0,5777
2012-10-09 16:00:00,7,0.0,1,19,0,0.676964607078584,4,1,0.0,6349
2012-10-09 17:00:00,7,0.0,1,19,0,0.7045590881823637,4,1,0.0,6127
2012-10-09 18:00:00,7,0.0,1,19,0,0.7009598080383924,4,0,0.0,4460
2012-10-09 19:00:00,7,0.0,1,2,0,0.681913617276545,4,0,0.0,3418
2012-10-09 20:00:00,7,0.0,1,19,0,0.659418116376725,4,0,0.0,2775
2012-10-09 21:00:00,7,0.0,1,19,0,0.625674865026995,4,0,0.0,2306
2012-10-09 22:00:00,7,0.0,1,19,0,0.6009298140371924,4,0,0.0,1846
2012-10-09 23:00:00,7,0.0,1,19,0,0.5857828434313137,4,0,0.0,947
2012-10-10 00:00:00,7,0.0,1,19,0,0.5772345530893822,4,0,0.0,494
2012-10-10 01:00:00,7,0.0,1,19,0,0.5757348530293939,4,0,0.0,332
2012-10-10 02:00:00,7,0.0,1,2,0,0.5653869226154766,4,0,0.0,261
2012-10-10 03:00:00,7,0.0,1,19,0,0.5665866826634677,4,0,0.0,361
2012-10-10 06:00:00,7,0.0,0,27,0,0.5677864427114578,4,0,0.0,5875
2012-10-10 07:00:00,7,0.0,6,13,0,0.5677864427114578,4,0,0.0,6793
2012-10-10 07:00:00,7,0.0,2,11,0,0.5677864427114578,4,0,0.0,6793
2012-10-10 08:00:00,7,0.0,6,13,0,0.5505398920215961,4,0,0.0,6283
2012-10-10 08:00:00,7,0.0,2,11,0,0.5505398920215961,4,0,0.0,6283
2012-10-10 09:00:00,7,0.0,6,13,0,0.5431913617276548,4,1,0.0,5680
2012-10-10 09:00:00,7,0.0,2,11,0,0.5431913617276548,4,1,0.0,5680
2012-10-10 10:00:00,7,0.0,0,27,0,0.5440911817636477,4,1,0.0,4632
2012-10-10 11:00:00,7,0.0,0,27,0,0.551889622075585,4,1,0.0,4887
2012-10-10 12:00:00,7,0.0,1,2,0,0.5803839232153567,4,1,0.0,5030
2012-10-10 13:00:00,7,0.0,1,2,0,0.5829334133173365,4,1,0.0,5067
2012-10-10 14:00:00,7,0.0,1,19,0,0.579784043191362,4,1,0.0,5227
2012-10-10 15:00:00,7,0.0,1,19,0,0.5728854229154167,4,1,0.0,5610
2012-10-10 16:00:00,7,0.0,0,27,0,0.5674865026994605,4,1,0.0,6286
2012-10-10 18:00:00,7,0.0,0,27,0,0.5880323935212962,4,0,0.0,4775
2012-10-10 19:00:00,7,0.0,0,27,0,0.5880323935212962,4,0,0.0,3340
2012-10-10 20:00:00,7,0.0,0,27,0,0.5880323935212962,4,0,0.0,3013
2012-10-10 21:00:00,7,0.0,0,27,0,0.5880323935212962,4,0,0.0,2603
2012-10-10 22:00:00,7,0.0,0,27,0,0.5880323935212962,4,0,0.0,1910
2012-10-10 23:00:00,7,0.0,0,27,0,0.5880323935212962,4,0,0.0,1037
2012-10-11 01:00:00,7,0.0,0,27,0,0.45755848830233936,4,0,0.0,347
2012-10-11 03:00:00,7,0.0,1,2,0,0.46505698860227934,4,0,0.0,350
2012-10-11 04:00:00,7,0.0,1,2,0,0.45980803839232187,4,0,0.0,850
2012-10-11 05:00:00,7,0.0,1,24,0,0.45470905818836216,4,0,0.0,2791
2012-10-11 06:00:00,7,0.0,0,27,0,0.43896220755848886,4,0,0.0,5809
2012-10-11 07:00:00,7,0.0,0,27,0,0.4388122375524893,4,0,0.0,6798
2012-10-11 08:00:00,7,0.0,0,27,0,0.436862627474505,4,0,0.0,6304
2012-10-11 09:00:00,7,0.0,1,4,0,0.47690461907618487,4,1,0.0,5291
2012-10-11 10:00:00,7,0.0,0,27,0,0.47915416916616654,4,1,0.0,4638
2012-10-11 14:00:00,7,0.0,0,27,0,0.6105278944211162,4,1,0.0,5557
2012-10-11 15:00:00,7,0.0,0,27,0,0.6105278944211162,4,1,0.0,5818
2012-10-11 16:00:00,7,0.0,1,2,0,0.6057288542291539,4,1,0.0,6272
2012-10-11 17:00:00,7,0.0,1,2,0,0.6018296340731852,4,1,0.0,5944
2012-10-11 18:00:00,7,0.0,1,19,0,0.5988302339532094,4,0,0.0,4949
2012-10-11 19:00:00,7,0.0,1,19,0,0.5799340131973607,4,0,0.0,3511
2012-10-11 20:00:00,7,0.0,1,19,0,0.5782843431313737,4,0,0.0,3039
2012-10-11 21:00:00,7,0.0,1,19,0,0.5761847630473907,4,0,0.0,2679
2012-10-11 22:00:00,7,0.0,1,19,0,0.581433713257349,4,0,0.0,2094
2012-10-11 23:00:00,7,0.0,1,19,0,0.5869826034793039,4,0,0.0,1284
2012-10-12 00:00:00,7,0.0,1,19,0,0.6076784643071391,4,0,0.0,630
2012-10-12 01:00:00,7,0.0,1,19,0,0.6186262747450509,4,0,0.0,410
2012-10-12 02:00:00,7,0.0,1,19,0,0.618176364727055,4,0,0.0,331
2012-10-12 03:00:00,7,0.0,2,11,0,0.5967306538692264,4,0,0.0,372
2012-10-12 04:00:00,7,0.0,6,13,0,0.5829334133173365,4,0,0.0,739
2012-10-12 05:00:00,7,0.0,2,11,0,0.5605878824235152,4,0,0.0,2561
2012-10-12 06:00:00,7,0.0,1,2,0,0.5269946010797838,4,0,0.0,5586
2012-10-12 07:00:00,7,0.0,1,2,0,0.5136472705458908,4,0,0.0,6992
2012-10-12 08:00:00,7,0.0,1,19,0,0.5175464907018594,4,0,0.0,5860
2012-10-12 09:00:00,7,0.0,1,19,0,0.5217456508698263,4,1,0.0,5230
2012-10-12 10:00:00,7,0.0,1,2,0,0.5383923215356933,4,1,0.0,4864
2012-10-12 11:00:00,7,0.0,1,2,0,0.5557888422315537,4,1,0.0,5146
2012-10-12 12:00:00,7,0.0,1,24,0,0.5632873425314937,4,1,0.0,5526
2012-10-12 13:00:00,7,0.0,1,24,0,0.5751349730053992,4,1,0.0,5383
2012-10-12 14:00:00,7,0.0,1,2,0,0.5766346730653867,4,1,0.0,5758
2012-10-12 15:00:00,7,0.0,1,2,0,0.5857828434313137,4,1,0.0,5889
2012-10-12 16:00:00,7,0.0,1,2,0,0.5820335932813437,4,1,0.0,6057
2012-10-12 17:00:00,7,0.0,1,24,0,0.5721355728854234,4,1,0.0,6028
2012-10-12 18:00:00,7,0.0,1,4,0,0.5521895620875823,4,0,0.0,5257
2012-10-12 23:00:00,7,0.0,0,27,0,0.5820335932813437,4,0,0.0,1897
2012-10-13 00:00:00,7,0.0,0,27,0,0.4377624475104978,4,0,0.0,1335
2012-10-13 01:00:00,7,0.0,0,27,0,0.4299640071985605,4,0,0.0,769
2012-10-13 02:00:00,7,0.0,0,27,0,0.41391721655668895,4,0,0.0,570
2012-10-13 03:00:00,7,0.0,1,4,0,0.4034193161367731,4,0,0.0,413
2012-10-13 04:00:00,7,0.0,0,27,0,0.39127174565087025,4,0,0.0,399
2012-10-13 05:00:00,7,0.0,0,27,0,0.3881223755248949,4,0,0.0,740
2012-10-13 06:00:00,7,0.0,0,27,0,0.38272345530893875,4,0,0.0,1420
2012-10-13 07:00:00,7,0.0,1,2,0,0.38377324535093027,4,0,0.0,2220
2012-10-13 08:00:00,7,0.0,1,24,0,0.38752249550090023,4,0,0.0,3479
2012-10-13 09:00:00,7,0.0,1,24,0,0.4382123575284947,4,1,0.0,4546
2012-10-13 10:00:00,7,0.0,1,4,0,0.5007498500299937,4,1,0.0,4579
2012-10-13 11:00:00,7,0.0,0,27,0,0.5373425314937018,4,1,0.0,4438
2012-10-13 12:00:00,7,0.0,0,27,0,0.5542891421715662,4,1,0.0,4623
2012-10-13 13:00:00,7,0.0,0,27,0,0.5761847630473907,4,1,0.0,4440
2012-10-13 14:00:00,7,0.0,0,27,0,0.5947810437912421,4,1,0.0,4495
2012-10-13 15:00:00,7,0.0,0,27,0,0.6084283143371324,4,1,0.0,4483
2012-10-13 16:00:00,7,0.0,0,27,0,0.6169766046790639,4,1,0.0,4591
2012-10-13 17:00:00,7,0.0,0,27,0,0.615626874625075,4,1,0.0,4477
2012-10-13 18:00:00,7,0.0,0,27,0,0.6036292741451709,4,0,0.0,4221
2012-10-13 19:00:00,7,0.0,1,4,0,0.5767846430713862,4,0,0.0,3672
2012-10-13 20:00:00,7,0.0,0,27,0,0.5697360527894422,4,0,0.0,3015
2012-10-13 21:00:00,7,0.0,1,2,0,0.5766346730653867,4,0,0.0,2769
2012-10-13 22:00:00,7,0.0,1,19,0,0.5824835032993405,4,0,0.0,2875
2012-10-13 23:00:00,7,0.0,1,19,0,0.5817336532693463,4,0,0.0,1931
2012-10-14 00:00:00,7,0.0,1,19,0,0.5863827234553092,4,0,0.0,1309
2012-10-14 01:00:00,7,0.0,1,19,0,0.5871325734853033,4,0,0.0,870
2012-10-14 02:00:00,7,0.0,1,19,0,0.587732453509298,4,0,0.0,654
2012-10-14 03:00:00,7,0.0,1,19,0,0.5824835032993405,4,0,0.0,364
2012-10-14 04:00:00,7,0.0,1,19,0,0.580233953209358,4,0,0.0,262
2012-10-14 05:00:00,7,0.0,1,19,0,0.5824835032993405,4,0,0.0,505
2012-10-14 06:00:00,7,0.0,1,19,0,0.5826334733053392,4,0,0.0,861
2012-10-14 07:00:00,7,0.0,1,19,0,0.5826334733053392,4,0,0.0,1132
2012-10-14 08:00:00,7,0.0,5,17,0,0.5826334733053392,4,0,0.0,1797
2012-10-14 09:00:00,7,0.0,2,11,0,0.5854829034193164,4,1,0.0,2685
2012-10-14 09:00:00,7,0.0,5,17,0,0.5854829034193164,4,1,0.0,2685
2012-10-14 09:00:00,7,0.0,4,7,0,0.5854829034193164,4,1,0.0,2685
2012-10-14 10:00:00,7,0.0,2,11,0,0.5839832033593281,4,1,0.0,3370
2012-10-14 10:00:00,7,0.0,5,17,0,0.5839832033593281,4,1,0.0,3370
2012-10-14 11:00:00,7,0.0,2,11,0,0.5913317336532694,4,1,0.0,3662
2012-10-14 11:00:00,7,0.0,5,17,0,0.5913317336532694,4,1,0.0,3662
2012-10-14 12:00:00,7,0.0,5,17,0,0.598980203959208,4,1,0.0,4076
2012-10-14 12:00:00,7,0.0,6,13,0,0.598980203959208,4,1,0.0,4076
2012-10-14 12:00:00,7,0.0,2,11,0,0.598980203959208,4,1,0.0,4076
2012-10-14 13:00:00,7,0.0,6,13,0,0.6052789442111579,4,1,0.0,4128
2012-10-14 13:00:00,7,0.0,5,17,0,0.6052789442111579,4,1,0.0,4128
2012-10-14 13:00:00,7,0.0,2,11,0,0.6052789442111579,4,1,0.0,4128
2012-10-14 14:00:00,7,0.0,5,17,0,0.6103779244151167,4,1,0.0,4358
2012-10-14 14:00:00,7,0.0,6,13,0,0.6103779244151167,4,1,0.0,4358
2012-10-14 14:00:00,7,0.0,2,11,0,0.6103779244151167,4,1,0.0,4358
2012-10-14 15:00:00,7,0.0,5,17,0,0.6172765446910621,4,1,0.0,4342
2012-10-14 15:00:00,7,0.0,6,13,0,0.6172765446910621,4,1,0.0,4342
2012-10-14 16:00:00,7,0.0,5,17,0,0.6192261547690464,4,1,0.0,4234
2012-10-14 17:00:00,7,0.0,6,13,0,0.6186262747450509,4,1,0.0,4271
2012-10-14 17:00:00,7,0.0,5,17,0,0.6186262747450509,4,1,0.0,4271
2012-10-14 18:00:00,7,0.0,5,17,0,0.6150269946010796,4,0,0.0,4080
2012-10-14 19:00:00,7,0.0,5,17,0,0.6115776844631078,4,0,0.0,3453
2012-10-14 20:00:00,7,0.0,5,17,0,0.6094781043791239,4,0,0.0,2718
2012-10-14 21:00:00,7,0.0,5,17,0,0.6027294541091781,4,0,0.0,2439
2012-10-14 22:00:00,7,0.0,5,17,0,0.5946310737852434,4,0,0.0,1819
2012-10-14 23:00:00,7,0.0,5,17,0,0.5782843431313737,4,0,0.0,1002
2012-10-14 23:00:00,7,0.0,3,5,0,0.5782843431313737,4,0,0.0,1002
2012-10-15 00:00:00,7,0.0,5,17,0,0.5731853629274148,4,0,0.0,542
2012-10-15 00:00:00,7,0.0,3,5,0,0.5731853629274148,4,0,0.0,542
2012-10-15 01:00:00,7,0.0,3,5,0,0.5725854829034194,4,0,0.0,303
2012-10-15 02:00:00,7,0.0,3,5,0,0.5703359328134378,4,0,0.0,239
2012-10-15 03:00:00,7,0.0,5,17,0,0.5683863227354533,4,0,0.0,335
2012-10-15 03:00:00,7,0.0,3,5,0,0.5683863227354533,4,0,0.0,335
2012-10-15 04:00:00,7,0.0,5,17,0,0.5643371325734852,4,0,0.0,810
2012-10-15 04:00:00,7,0.0,3,5,0,0.5643371325734852,4,0,0.0,810
2012-10-15 05:00:00,7,0.0,5,17,0,0.5613377324535094,4,0,0.0,2606
2012-10-15 05:00:00,7,0.0,3,5,0,0.5613377324535094,4,0,0.0,2606
2012-10-15 06:00:00,7,0.0,5,17,0,0.5548890221955608,4,0,0.0,5714
2012-10-15 07:00:00,7,0.0,5,17,0,0.551889622075585,4,0,0.0,6798
2012-10-15 08:00:00,7,0.0,5,17,0,0.5463407318536293,4,0,0.0,6114
